"Exon ID"	"Gene Symbol"	"Chr"	"Strand"	"Exon Start"	"Exon End"	"Upstream Exon Start"	"Upstream Exon End"	"Downstream Exon Start"	"Downstream Exon End"	"P-value"	"FDR"
"279005|ENSG00000180900.18_3|SCRIB|chr8|-|144873835|144873910|144873558|144873610|144874045|144874083"	"ENSG00000180900.18_3"	"SCRIB"	"chr8"	"-"	"144873835"	"144873910"	"144873558"	"144873610"	"144874045"	"144874083"	"4.81833074515863e-317"	"4.94110551961863e-315"
"284341|ENSG00000090565.15_3|RAB11FIP3|chr16|+|541133|541268|538850|539000|546823|546859"	"ENSG00000090565.15_3"	"RAB11FIP3"	"chr16"	"+"	"541133"	"541268"	"538850"	"539000"	"546823"	"546859"	"3.94885381432229e-316"	"4.01090723119276e-314"
"244032|ENSG00000082397.17_3|EPB41L3|chr18|-|5407699|5407735|5406775|5406967|5410564|5410618"	"ENSG00000082397.17_3"	"EPB41L3"	"chr18"	"-"	"5407699"	"5407735"	"5406775"	"5406967"	"5410564"	"5410618"	"4.85735980669781e-316"	"4.88714550375152e-314"
"36805|ENSG00000089157.15_3|RPLP0|chr12|-|120636356|120636573|120635124|120635265|120636656|120636803"	"ENSG00000089157.15_3"	"RPLP0"	"chr12"	"-"	"120636356"	"120636573"	"120635124"	"120635265"	"120636656"	"120636803"	"4.53441074890865e-315"	"4.51957856423212e-313"
"262048|ENSG00000081803.15_3|CADPS2|chr7|-|122120905|122120914|122114434|122114571|122130134|122130335"	"ENSG00000081803.15_3"	"CADPS2"	"chr7"	"-"	"122120905"	"122120914"	"122114434"	"122114571"	"122130134"	"122130335"	"7.0997287555795e-315"	"7.01098214615946e-313"
"104347|ENSG00000091428.17_2|RAPGEF4|chr2|+|173825487|173825541|173787008|173787028|173825849|173825956"	"ENSG00000091428.17_2"	"RAPGEF4"	"chr2"	"+"	"173825487"	"173825541"	"173787008"	"173787028"	"173825849"	"173825956"	"1.41008355903364e-314"	"1.37968267496513e-312"
"277498|ENSG00000071054.16_3|MAP4K4|chr2|+|102477286|102477448|102476104|102476326|102480282|102480513"	"ENSG00000071054.16_3"	"MAP4K4"	"chr2"	"+"	"102477286"	"102477448"	"102476104"	"102476326"	"102480282"	"102480513"	"1.65127604282421e-314"	"1.60098718152114e-312"
"100490|ENSG00000076554.15_3|TPD52|chr8|-|80956401|80956443|80954854|80954903|80963761|80963863"	"ENSG00000076554.15_3"	"TPD52"	"chr8"	"-"	"80956401"	"80956443"	"80954854"	"80954903"	"80963761"	"80963863"	"2.44574933584556e-314"	"2.34990240241471e-312"
"321562|ENSG00000120251.18_3|GRIA2|chr4|+|158282161|158282276|158281047|158281295|158282689|158282804"	"ENSG00000120251.18_3"	"GRIA2"	"chr4"	"+"	"158282161"	"158282276"	"158281047"	"158281295"	"158282689"	"158282804"	"5.14324557602343e-314"	"4.89756375609577e-312"
"96597|ENSG00000157191.19_2|NECAP2|chr1|+|16776619|16776736|16775587|16775696|16778332|16778510"	"ENSG00000157191.19_2"	"NECAP2"	"chr1"	"+"	"16776619"	"16776736"	"16775587"	"16775696"	"16778332"	"16778510"	"3.10828927776209e-313"	"2.93361992454287e-311"
"165412|ENSG00000147133.15_2|TAF1|chrX|+|70674856|70674862|70674590|70674707|70678090|70678216"	"ENSG00000147133.15_2"	"TAF1"	"chrX"	"+"	"70674856"	"70674862"	"70674590"	"70674707"	"70678090"	"70678216"	"6.84263187889112e-313"	"6.40146219196267e-311"
"98027|ENSG00000131626.16_3|PPFIA1|chr11|+|70212046|70212073|70208393|70208594|70218320|70218496"	"ENSG00000131626.16_3"	"PPFIA1"	"chr11"	"+"	"70212046"	"70212073"	"70208393"	"70208594"	"70218320"	"70218496"	"1.03384767468121e-312"	"9.58781343519562e-311"
"160500|ENSG00000090989.17_2|EXOC1|chr4|+|56755053|56755098|56748892|56750094|56756388|56756552"	"ENSG00000090989.17_2"	"EXOC1"	"chr4"	"+"	"56755053"	"56755098"	"56748892"	"56750094"	"56756388"	"56756552"	"1.60164410695467e-312"	"1.47254606902341e-310"
"58267|ENSG00000102606.17_3|ARHGEF7|chr13|+|111944464|111944641|111940700|111940790|111953094|111953194"	"ENSG00000102606.17_3"	"ARHGEF7"	"chr13"	"+"	"111944464"	"111944641"	"111940700"	"111940790"	"111953094"	"111953194"	"2.33234223430925e-312"	"2.12601965204346e-310"
"190003|ENSG00000140299.11_3|BNIP2|chr15|-|59970946|59971033|59970109|59970286|59971790|59971967"	"ENSG00000140299.11_3"	"BNIP2"	"chr15"	"-"	"59970946"	"59971033"	"59970109"	"59970286"	"59971790"	"59971967"	"2.01629007644679e-311"	"1.82235031061907e-309"
"189155|ENSG00000107863.17_3|ARHGAP21|chr10|-|24879134|24879408|24878199|24878231|24880153|24880259"	"ENSG00000107863.17_3"	"ARHGAP21"	"chr10"	"-"	"24879134"	"24879408"	"24878199"	"24878231"	"24880153"	"24880259"	"3.47743677746288e-311"	"3.11654312870938e-309"
"266238|ENSG00000080845.17_2|DLGAP4|chr20|+|35127990|35128079|35126219|35127724|35128601|35128606"	"ENSG00000080845.17_2"	"DLGAP4"	"chr20"	"+"	"35127990"	"35128079"	"35126219"	"35127724"	"35128601"	"35128606"	"1.48703134567893e-309"	"1.32159910847215e-307"
"153896|ENSG00000130332.14_3|LSM7|chr19|-|2325978|2326138|2324123|2324191|2328385|2328476"	"ENSG00000130332.14_3"	"LSM7"	"chr19"	"-"	"2325978"	"2326138"	"2324123"	"2324191"	"2328385"	"2328476"	"5.41330137023743e-309"	"4.77131067054398e-307"
"160976|ENSG00000251322.7_3|SHANK3|chr22|+|51150042|51150066|51144499|51144580|51153344|51153475"	"ENSG00000251322.7_3"	"SHANK3"	"chr22"	"+"	"51150042"	"51150066"	"51144499"	"51144580"	"51153344"	"51153475"	"5.85403737310886e-309"	"5.11748431018082e-307"
"335484|ENSG00000184014.7_3|DENND5A|chr11|-|9229107|9229179|9228219|9228329|9286507|9286634"	"ENSG00000184014.7_3"	"DENND5A"	"chr11"	"-"	"9229107"	"9229179"	"9228219"	"9228329"	"9286507"	"9286634"	"1.37932218885331e-308"	"1.19597326374964e-306"
"336429|ENSG00000106628.10_3|POLD2|chr7|-|44155713|44155808|44155419|44155492|44156028|44156109"	"ENSG00000106628.10_3"	"POLD2"	"chr7"	"-"	"44155713"	"44155808"	"44155419"	"44155492"	"44156028"	"44156109"	"1.92421856248206e-308"	"1.6549831426509e-306"
"69487|ENSG00000073921.17_3|PICALM|chr11|-|85701292|85701421|85694908|85695016|85707868|85707972"	"ENSG00000073921.17_3"	"PICALM"	"chr11"	"-"	"85701292"	"85701421"	"85694908"	"85695016"	"85707868"	"85707972"	"2.94528076796173e-308"	"2.51291355122495e-306"
"262033|ENSG00000081803.15_3|CADPS2|chr7|-|122054121|122054130|122047593|122047750|122056114|122056218"	"ENSG00000081803.15_3"	"CADPS2"	"chr7"	"-"	"122054121"	"122054130"	"122047593"	"122047750"	"122056114"	"122056218"	"3.93166667371399e-308"	"3.32787500596506e-306"
"76809|ENSG00000151150.21_3|ANK3|chr10|-|61926348|61926411|61898721|61898845|61926581|61926654"	"ENSG00000151150.21_3"	"ANK3"	"chr10"	"-"	"61926348"	"61926411"	"61898721"	"61898845"	"61926581"	"61926654"	"1.37508707138115e-307"	"1.15474831624252e-305"
"82556|ENSG00000084234.16_3|APLP2|chr11|+|129993506|129993674|129992199|129992408|129996594|129996725"	"ENSG00000084234.16_3"	"APLP2"	"chr11"	"+"	"129993506"	"129993674"	"129992199"	"129992408"	"129996594"	"129996725"	"1.44656972609997e-307"	"1.20528641631689e-305"
"218377|ENSG00000153707.16_3|PTPRD|chr9|-|8454579|8454594|8449724|8449837|8460410|8460571"	"ENSG00000153707.16_3"	"PTPRD"	"chr9"	"-"	"8454579"	"8454594"	"8449724"	"8449837"	"8460410"	"8460571"	"4.78524791007107e-307"	"3.95617588844248e-305"
"184952|ENSG00000136717.14_3|BIN1|chr2|-|127809830|127809938|127808729|127808819|127815048|127815177"	"ENSG00000136717.14_3"	"BIN1"	"chr2"	"-"	"127809830"	"127809938"	"127808729"	"127808819"	"127815048"	"127815177"	"1.03621958735105e-306"	"8.50098607622996e-305"
"271810|ENSG00000176884.14_3|GRIN1|chr9|+|140059637|140059748|140058210|140058356|140062225|140063207"	"ENSG00000176884.14_3"	"GRIN1"	"chr9"	"+"	"140059637"	"140059748"	"140058210"	"140058356"	"140062225"	"140063207"	"1.93415110092093e-306"	"1.57463522834517e-304"
"188229|ENSG00000089248.6_3|ERP29|chr12|+|112457559|112457698|112451119|112451413|112459953|112460972"	"ENSG00000089248.6_3"	"ERP29"	"chr12"	"+"	"112457559"	"112457698"	"112451119"	"112451413"	"112459953"	"112460972"	"2.75619322163131e-305"	"2.22687884156802e-303"
"57644|ENSG00000022267.16_3|FHL1|chrX|+|135291401|135291601|135290613|135290800|135292029|135293518"	"ENSG00000022267.16_3"	"FHL1"	"chrX"	"+"	"135291401"	"135291601"	"135290613"	"135290800"	"135292029"	"135293518"	"4.43492280159225e-305"	"3.55627456232942e-303"
"395328|ENSG00000139624.12_2|CERS5|chr12|-|50526744|50527851|50523580|50524477|50528328|50528485"	"ENSG00000139624.12_2"	"CERS5"	"chr12"	"-"	"50526744"	"50527851"	"50523580"	"50524477"	"50528328"	"50528485"	"1.00114557349044e-304"	"7.96807279199667e-303"
"200577|ENSG00000143776.18_3|CDC42BPA|chr1|-|227198578|227198764|227192694|227192812|227203780|227203898"	"ENSG00000143776.18_3"	"CDC42BPA"	"chr1"	"-"	"227198578"	"227198764"	"227192694"	"227192812"	"227203780"	"227203898"	"1.77944084478832e-304"	"1.40575826738277e-302"
"398933|ENSG00000087274.16_3|ADD1|chr4|+|2911065|2911158|2910241|2910331|2916610|2916767"	"ENSG00000087274.16_3"	"ADD1"	"chr4"	"+"	"2911065"	"2911158"	"2910241"	"2910331"	"2916610"	"2916767"	"2.14784766344038e-304"	"1.68432318607292e-302"
"244432|ENSG00000088387.18_3|DOCK9|chr13|-|99461376|99461382|99460893|99460929|99461605|99461719"	"ENSG00000088387.18_3"	"DOCK9"	"chr13"	"-"	"99461376"	"99461382"	"99460893"	"99460929"	"99461605"	"99461719"	"1.21366735717531e-303"	"9.44800172574794e-302"
"328166|ENSG00000198363.17_3|ASPH|chr8|-|62594997|62595042|62593526|62593595|62596597|62596747"	"ENSG00000198363.17_3"	"ASPH"	"chr8"	"-"	"62594997"	"62595042"	"62593526"	"62593595"	"62596597"	"62596747"	"1.81919123773107e-303"	"1.40591844568129e-301"
"146227|ENSG00000127054.20_3|INTS11|chr1|-|1258526|1258667|1256375|1256473|1259960|1260039"	"ENSG00000127054.20_3"	"INTS11"	"chr1"	"-"	"1258526"	"1258667"	"1256375"	"1256473"	"1259960"	"1260039"	"1.97593221959451e-302"	"1.51606597999823e-300"
"36800|ENSG00000089157.15_3|RPLP0|chr12|-|120636356|120636434|120635124|120635265|120636656|120636803"	"ENSG00000089157.15_3"	"RPLP0"	"chr12"	"-"	"120636356"	"120636434"	"120635124"	"120635265"	"120636656"	"120636803"	"3.46242164400181e-302"	"2.63762334523424e-300"
"327341|ENSG00000182473.21_2|EXOC7|chr17|-|74082934|74082973|74082160|74082226|74083734|74083801"	"ENSG00000182473.21_2"	"EXOC7"	"chr17"	"-"	"74082934"	"74082973"	"74082160"	"74082226"	"74083734"	"74083801"	"5.4510953508762e-302"	"4.12311573880104e-300"
"308089|ENSG00000100379.17_3|KCTD17|chr22|+|37457578|37457669|37455352|37455478|37458564|37459414"	"ENSG00000100379.17_3"	"KCTD17"	"chr22"	"+"	"37457578"	"37457669"	"37455352"	"37455478"	"37458564"	"37459414"	"4.721852627625e-301"	"3.54637734321272e-299"
"96023|ENSG00000136854.19_3|STXBP1|chr9|+|130446646|130446772|130444684|130444839|130453053|130453165"	"ENSG00000136854.19_3"	"STXBP1"	"chr9"	"+"	"130446646"	"130446772"	"130444684"	"130444839"	"130453053"	"130453165"	"1.31943372301438e-300"	"9.84039206709676e-299"
"392742|ENSG00000165476.13_2|REEP3|chr10|+|65359429|65359472|65358929|65359043|65369946|65370094"	"ENSG00000165476.13_2"	"REEP3"	"chr10"	"+"	"65359429"	"65359472"	"65358929"	"65359043"	"65369946"	"65370094"	"3.69502024402861e-300"	"2.73662436823369e-298"
"203921|ENSG00000150625.16_3|GPM6A|chr4|-|176733341|176733400|176622725|176622918|176923459|176923483"	"ENSG00000150625.16_3"	"GPM6A"	"chr4"	"-"	"176733341"	"176733400"	"176622725"	"176622918"	"176923459"	"176923483"	"8.05447177624418e-300"	"5.92420286163063e-298"
"334469|ENSG00000171634.16_3|BPTF|chr17|+|65925074|65925236|65924470|65924717|65925451|65925603"	"ENSG00000171634.16_3"	"BPTF"	"chr17"	"+"	"65925074"	"65925236"	"65924470"	"65924717"	"65925451"	"65925603"	"9.11501710901067e-300"	"6.65833270326019e-298"
"295623|ENSG00000141367.11_3|CLTC|chr17|+|57764361|57764382|57762947|57763169|57767996|57768072"	"ENSG00000141367.11_3"	"CLTC"	"chr17"	"+"	"57764361"	"57764382"	"57762947"	"57763169"	"57767996"	"57768072"	"5.57134996380615e-299"	"4.0420712492512e-297"
"343889|ENSG00000161547.16_3|SRSF2|chr17|-|74731853|74731957|74730228|74731240|74732235|74732546"	"ENSG00000161547.16_3"	"SRSF2"	"chr17"	"-"	"74731853"	"74731957"	"74730228"	"74731240"	"74732235"	"74732546"	"5.61028642507828e-299"	"4.04281788672026e-297"
"172810|ENSG00000127990.15_2|SGCE|chr7|-|94217089|94217124|94214723|94214827|94218000|94218044"	"ENSG00000127990.15_2"	"SGCE"	"chr7"	"-"	"94217089"	"94217124"	"94214723"	"94214827"	"94218000"	"94218044"	"2.33178853842274e-298"	"1.66902850753547e-296"
"265768|ENSG00000113240.12_2|CLK4|chr5|-|178046838|178047674|178045556|178045779|178050256|178050417"	"ENSG00000113240.12_2"	"CLK4"	"chr5"	"-"	"178046838"	"178047674"	"178045556"	"178045779"	"178050256"	"178050417"	"8.89521914965482e-298"	"6.32450081540458e-296"
"35481|ENSG00000184922.13_3|FMNL1|chr17|+|43323871|43323971|43323576|43323697|43324233|43324687"	"ENSG00000184922.13_3"	"FMNL1"	"chr17"	"+"	"43323871"	"43323971"	"43323576"	"43323697"	"43324233"	"43324687"	"4.85703621185661e-297"	"3.43048286089078e-295"
"140758|ENSG00000139737.21_3|SLAIN1|chr13|+|78317150|78317300|78315294|78315575|78318417|78318567"	"ENSG00000139737.21_3"	"SLAIN1"	"chr13"	"+"	"78317150"	"78317300"	"78315294"	"78315575"	"78318417"	"78318567"	"1.64534836119763e-296"	"1.1544500179061e-294"
"218376|ENSG00000153707.16_3|PTPRD|chr9|-|8454579|8454591|8449724|8449837|8460410|8460571"	"ENSG00000153707.16_3"	"PTPRD"	"chr9"	"-"	"8454579"	"8454591"	"8449724"	"8449837"	"8460410"	"8460571"	"2.07718606019077e-296"	"1.44792087136827e-294"
"295177|ENSG00000126777.17_3|KTN1|chr14|+|56117286|56117355|56117045|56117136|56118607|56118645"	"ENSG00000126777.17_3"	"KTN1"	"chr14"	"+"	"56117286"	"56117355"	"56117045"	"56117136"	"56118607"	"56118645"	"2.53487496477056e-295"	"1.75548321423883e-293"
"286484|ENSG00000074964.16_2|ARHGEF10L|chr1|+|17961042|17961057|17958815|17958961|17961329|17961511"	"ENSG00000074964.16_2"	"ARHGEF10L"	"chr1"	"+"	"17961042"	"17961057"	"17958815"	"17958961"	"17961329"	"17961511"	"7.6072127785427e-295"	"5.23425317955857e-293"
"220508|ENSG00000102409.9_2|BEX4|chrX|+|102470609|102470692|102470019|102470166|102471076|102472174"	"ENSG00000102409.9_2"	"BEX4"	"chrX"	"+"	"102470609"	"102470692"	"102470019"	"102470166"	"102471076"	"102472174"	"2.09502181929064e-294"	"1.43226972453427e-292"
"219491|ENSG00000078549.14_3|ADCYAP1R1|chr7|+|31139740|31139824|31132257|31132349|31142850|31142980"	"ENSG00000078549.14_3"	"ADCYAP1R1"	"chr7"	"+"	"31139740"	"31139824"	"31132257"	"31132349"	"31142850"	"31142980"	"4.89813601116788e-294"	"3.32730067255449e-292"
"146224|ENSG00000127054.20_3|INTS11|chr1|-|1258271|1258667|1256375|1256473|1259960|1259993"	"ENSG00000127054.20_3"	"INTS11"	"chr1"	"-"	"1258271"	"1258667"	"1256375"	"1256473"	"1259960"	"1259993"	"8.34576104601608e-294"	"5.63338870606085e-292"
"182109|ENSG00000069849.10_2|ATP1B3|chr3|+|141635396|141635416|141634811|141634862|141640818|141640905"	"ENSG00000069849.10_2"	"ATP1B3"	"chr3"	"+"	"141635396"	"141635416"	"141634811"	"141634862"	"141640818"	"141640905"	"4.85013156941122e-293"	"3.25324862816168e-291"
"27419|ENSG00000163539.16_3|CLASP2|chr3|-|33615964|33615988|33614601|33614846|33617660|33617767"	"ENSG00000163539.16_3"	"CLASP2"	"chr3"	"-"	"33615964"	"33615988"	"33614601"	"33614846"	"33617660"	"33617767"	"8.0478309314772e-293"	"5.36438230526277e-291"
"313633|ENSG00000137478.14_3|FCHSD2|chr11|-|72611301|72611373|72600873|72600990|72613587|72613683"	"ENSG00000137478.14_3"	"FCHSD2"	"chr11"	"-"	"72611301"	"72611373"	"72600873"	"72600990"	"72613587"	"72613683"	"1.63579659908749e-292"	"1.08358824405392e-290"
"274090|ENSG00000137817.16_3|PARP6|chr15|-|72541585|72541655|72534960|72535040|72542360|72542433"	"ENSG00000137817.16_3"	"PARP6"	"chr15"	"-"	"72541585"	"72541655"	"72534960"	"72535040"	"72542360"	"72542433"	"1.98196616325508e-292"	"1.30479439080959e-290"
"244417|ENSG00000088387.18_3|DOCK9|chr13|-|99448459|99448467|99445740|99447002|99449368|99449507"	"ENSG00000088387.18_3"	"DOCK9"	"chr13"	"-"	"99448459"	"99448467"	"99445740"	"99447002"	"99449368"	"99449507"	"4.3033327228306e-292"	"2.81564683981524e-290"
"25882|ENSG00000182985.17_3|CADM1|chr11|-|115080293|115080377|115049363|115049495|115085327|115085414"	"ENSG00000182985.17_3"	"CADM1"	"chr11"	"-"	"115080293"	"115080377"	"115049363"	"115049495"	"115085327"	"115085414"	"2.63058278534578e-291"	"1.71068081742151e-289"
"292174|ENSG00000077549.17_2|CAPZB|chr1|-|19669245|19669358|19665316|19666111|19670851|19670928"	"ENSG00000077549.17_2"	"CAPZB"	"chr1"	"-"	"19669245"	"19669358"	"19665316"	"19666111"	"19670851"	"19670928"	"1.10200574197742e-290"	"7.12296438678132e-289"
"146230|ENSG00000127054.20_3|INTS11|chr1|-|1258560|1258667|1256375|1256473|1259960|1260005"	"ENSG00000127054.20_3"	"INTS11"	"chr1"	"-"	"1258560"	"1258667"	"1256375"	"1256473"	"1259960"	"1260005"	"2.57054410772902e-290"	"1.65149716318855e-288"
"158179|ENSG00000197912.14_3|SPG7|chr16|+|89612279|89612438|89611055|89611180|89613065|89613168"	"ENSG00000197912.14_3"	"SPG7"	"chr16"	"+"	"89612279"	"89612438"	"89611055"	"89611180"	"89613065"	"89613168"	"8.73368754494937e-290"	"5.57753159681946e-288"
"326960|ENSG00000198818.9_2|SFT2D1|chr6|-|166744872|166744895|166743648|166743735|166755906|166756035"	"ENSG00000198818.9_2"	"SFT2D1"	"chr6"	"-"	"166744872"	"166744895"	"166743648"	"166743735"	"166755906"	"166756035"	"1.10461163976691e-289"	"7.01231139173458e-288"
"54619|ENSG00000033627.16_3|ATP6V0A1|chr17|+|40660589|40660607|40659537|40659645|40665878|40665996"	"ENSG00000033627.16_3"	"ATP6V0A1"	"chr17"	"+"	"40660589"	"40660607"	"40659537"	"40659645"	"40665878"	"40665996"	"4.41696039152191e-289"	"2.78738950151368e-287"
"115314|ENSG00000198677.10_2|TTC37|chr5|-|94852375|94852454|94852228|94852290|94852619|94852764"	"ENSG00000198677.10_2"	"TTC37"	"chr5"	"-"	"94852375"	"94852454"	"94852228"	"94852290"	"94852619"	"94852764"	"4.62480230982532e-289"	"2.90138333142865e-287"
"218371|ENSG00000153707.16_3|PTPRD|chr9|-|8437197|8437239|8436591|8436689|8449724|8449837"	"ENSG00000153707.16_3"	"PTPRD"	"chr9"	"-"	"8437197"	"8437239"	"8436591"	"8436689"	"8449724"	"8449837"	"8.80757356720975e-289"	"5.49314456691766e-287"
"348715|ENSG00000115042.9_3|FAHD2A|chr2|+|96076611|96076774|96072688|96072905|96078181|96078290"	"ENSG00000115042.9_3"	"FAHD2A"	"chr2"	"+"	"96076611"	"96076774"	"96072688"	"96072905"	"96078181"	"96078290"	"1.10328019123275e-288"	"6.8409786276147e-287"
"277518|ENSG00000071054.16_3|MAP4K4|chr2|+|102487955|102488147|102486756|102486877|102490108|102490226"	"ENSG00000071054.16_3"	"MAP4K4"	"chr2"	"+"	"102487955"	"102488147"	"102486756"	"102486877"	"102490108"	"102490226"	"2.91031707895311e-288"	"1.79413477728526e-286"
"11302|ENSG00000104852.14_2|SNRNP70|chr19|+|49605370|49606844|49604646|49604728|49607890|49607992"	"ENSG00000104852.14_2"	"SNRNP70"	"chr19"	"+"	"49605370"	"49606844"	"49604646"	"49604728"	"49607890"	"49607992"	"2.6980107946264e-287"	"1.65369454739601e-285"
"210259|ENSG00000177954.11_2|RPS27|chr1|+|153963389|153963510|153963238|153963278|153963590|153963699"	"ENSG00000177954.11_2"	"RPS27"	"chr1"	"+"	"153963389"	"153963510"	"153963238"	"153963278"	"153963590"	"153963699"	"4.56868190948442e-287"	"2.78428528940865e-285"
"137662|ENSG00000150787.7_3|PTS|chr11|+|112100930|112100953|112099316|112099396|112101348|112101405"	"ENSG00000150787.7_3"	"PTS"	"chr11"	"+"	"112100930"	"112100953"	"112099316"	"112099396"	"112101348"	"112101405"	"1.79199527550067e-286"	"1.08588804620538e-284"
"349336|ENSG00000008441.16_3|NFIX|chr19|+|13189426|13189549|13186348|13186485|13192493|13192649"	"ENSG00000008441.16_3"	"NFIX"	"chr19"	"+"	"13189426"	"13189549"	"13186348"	"13186485"	"13192493"	"13192649"	"2.96062316187306e-286"	"1.7839009051625e-284"
"28829|ENSG00000133226.16_3|SRRM1|chr1|+|24989673|24989715|24989150|24989295|24993305|24993336"	"ENSG00000133226.16_3"	"SRRM1"	"chr1"	"+"	"24989673"	"24989715"	"24989150"	"24989295"	"24993305"	"24993336"	"3.01035003259253e-286"	"1.8036732077303e-284"
"295259|ENSG00000126777.17_3|KTN1|chr14|+|56139889|56139973|56139646|56139730|56142552|56142636"	"ENSG00000126777.17_3"	"KTN1"	"chr14"	"+"	"56139889"	"56139973"	"56139646"	"56139730"	"56142552"	"56142636"	"6.25952211819028e-286"	"3.72948622293292e-284"
"83613|ENSG00000054523.17_3|KIF1B|chr1|+|10333071|10333089|10332298|10332364|10335485|10335561"	"ENSG00000054523.17_3"	"KIF1B"	"chr1"	"+"	"10333071"	"10333089"	"10332298"	"10332364"	"10335485"	"10335561"	"1.60954214145316e-285"	"9.53653718810997e-284"
"68682|ENSG00000147799.11_2|ARHGAP39|chr8|-|145763104|145763197|145759512|145759586|145770632|145771194"	"ENSG00000147799.11_2"	"ARHGAP39"	"chr8"	"-"	"145763104"	"145763197"	"145759512"	"145759586"	"145770632"	"145771194"	"3.30029609757973e-285"	"1.94462198235844e-283"
"226150|ENSG00000151376.16_3|ME3|chr11|-|86158106|86158249|86157355|86157529|86159191|86159297"	"ENSG00000151376.16_3"	"ME3"	"chr11"	"-"	"86158106"	"86158249"	"86157355"	"86157529"	"86159191"	"86159297"	"1.44932721001384e-284"	"8.49289818395473e-283"
"190004|ENSG00000140299.11_3|BNIP2|chr15|-|59970974|59971033|59970247|59970286|59971790|59971967"	"ENSG00000140299.11_3"	"BNIP2"	"chr15"	"-"	"59970974"	"59971033"	"59970247"	"59970286"	"59971790"	"59971967"	"1.49687690661559e-284"	"8.7236023000302e-283"
"11299|ENSG00000104852.14_2|SNRNP70|chr19|+|49605370|49605442|49604646|49604728|49607890|49607992"	"ENSG00000104852.14_2"	"SNRNP70"	"chr19"	"+"	"49605370"	"49605442"	"49604646"	"49604728"	"49607890"	"49607992"	"2.32224367498104e-284"	"1.34601786922135e-282"
"71132|ENSG00000090905.18_3|TNRC6A|chr16|+|24816025|24816172|24815497|24815640|24816334|24816472"	"ENSG00000090905.18_3"	"TNRC6A"	"chr16"	"+"	"24816025"	"24816172"	"24815497"	"24815640"	"24816334"	"24816472"	"3.56076371071417e-284"	"2.0527321607982e-282"
"10747|ENSG00000075413.17_3|MARK3|chr14|+|103957288|103957444|103946723|103946827|103958113|103958371"	"ENSG00000075413.17_3"	"MARK3"	"chr14"	"+"	"103957288"	"103957444"	"103946723"	"103946827"	"103958113"	"103958371"	"6.08682598233334e-284"	"3.49010747857984e-282"
"57410|ENSG00000078668.13_3|VDAC3|chr8|+|42254195|42254198|42252601|42252651|42256229|42256382"	"ENSG00000078668.13_3"	"VDAC3"	"chr8"	"+"	"42254195"	"42254198"	"42252601"	"42252651"	"42256229"	"42256382"	"8.84750876062481e-283"	"5.04591876642051e-281"
"384444|ENSG00000169398.19_3|PTK2|chr8|-|141772466|141772487|141771263|141771361|141774332|141774359"	"ENSG00000169398.19_3"	"PTK2"	"chr8"	"-"	"141772466"	"141772487"	"141771263"	"141771361"	"141774332"	"141774359"	"1.26057016134816e-282"	"7.15105360147773e-281"
